,Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
124354,Maria Kornek (-abiska),F,20.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Women's Hockey,
124430,Adam Marek Korol,M,21.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Double Sculls,
124431,Adam Marek Korol,M,26.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Double Sculls,
124432,Adam Marek Korol,M,29.0,Poland,POL,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Quadruple Sculls,
124433,Adam Marek Korol,M,33.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Quadruple Sculls,Gold
124434,Adam Marek Korol,M,37.0,Poland,POL,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Quadruple Sculls,
124449,Jzef Korolkiewicz,M,30.0,Poland,POL,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
124510,Edyta Anna Korotkin,F,20.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Individual,
124511,Edyta Anna Korotkin,F,20.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Team,
124610,Edyta Koryzna (-uk),F,27.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,
124611,Sylwia Korzeniowska,F,24.0,Poland,POL,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 20 kilometres Walk,
124612,Sylwia Korzeniowska,F,28.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 20 kilometres Walk,
124613,Pawe Jzef Korzeniowski,M,19.0,Poland,POL,2004 Summer,2004,Summer,Athina,Swimming,"Swimming Men's 1,500 metres Freestyle",
124614,Pawe Jzef Korzeniowski,M,19.0,Poland,POL,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Butterfly,
124615,Pawe Jzef Korzeniowski,M,23.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 400 metres Freestyle,
124616,Pawe Jzef Korzeniowski,M,23.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Butterfly,
124617,Pawe Jzef Korzeniowski,M,27.0,Poland,POL,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Butterfly,
124618,Pawe Jzef Korzeniowski,M,27.0,Poland,POL,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
124619,Pawe Jzef Korzeniowski,M,31.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
124620,Pawe Jzef Korzeniowski,M,31.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
124621,Pawe Jzef Korzeniowski,M,31.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Butterfly,
124622,Robert Marek Korzeniowski,M,23.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 20 kilometres Walk,
124623,Robert Marek Korzeniowski,M,23.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 50 kilometres Walk,
124624,Robert Marek Korzeniowski,M,27.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 20 kilometres Walk,
124625,Robert Marek Korzeniowski,M,27.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 50 kilometres Walk,Gold
124626,Robert Marek Korzeniowski,M,32.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 20 kilometres Walk,Gold
124627,Robert Marek Korzeniowski,M,32.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 50 kilometres Walk,Gold
124628,Robert Marek Korzeniowski,M,36.0,Poland,POL,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 50 kilometres Walk,Gold
124702,Czesawa Helena Kociaska-Szczepiska,F,21.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxless Pairs,Silver
124703,Czesawa Helena Kociaska-Szczepiska,F,29.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Fours,
124704,Robert Tomasz Kocielniakowski,M,24.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Sabre, Individual",
124705,Robert Tomasz Kocielniakowski,M,24.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Sabre, Team",
124706,Robert Tomasz Kocielniakowski,M,28.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's Sabre, Individual",
124707,Robert Tomasz Kocielniakowski,M,28.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's Sabre, Team",
124709,Krzysztof Kazimierz Kosedowski,M,19.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Featherweight,Bronze
124710,Leszek Marian Kosedowski,M,22.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Featherweight,Bronze
124786,Ryszard Kazimierz Kosiski,M,21.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",
124787,Waldemar Kosiski,M,23.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Middleweight,
124794,Sebastian Bolesaw Kosiorek,M,21.0,Poland,POL,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,
124795,Sebastian Bolesaw Kosiorek,M,25.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,
124880,Grzegorz Stanisaw Kosma,M,23.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Handball,Handball Men's Handball,
124887,Piotr Stanisaw Kosmatko,M,28.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",
124898,Grzegorz Kosok,M,26.0,Poland,POL,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,
124923,Wojciech Kossak,M,71.0,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",
124989,Robert Jacek Kostecki,M,23.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Middleweight, Freestyle",
124990,Robert Jacek Kostecki,M,27.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",
125063,"Nadeida ""Nadia"" Kostiuczyk-Zieba",F,24.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Badminton,Badminton Mixed Doubles,
125064,"Nadeida ""Nadia"" Kostiuczyk-Zieba",F,28.0,Poland,POL,2012 Summer,2012,Summer,London,Badminton,Badminton Mixed Doubles,
125065,"Nadeida ""Nadia"" Kostiuczyk-Zieba",F,32.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Mixed Doubles,
125071,Hubert Jerzy Kostka,M,32.0,Poland,POL,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,Gold
125136,Feliks Franciszek Kostrzbski,M,24.0,Poland,POL,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Road Race, Individual",
125137,Feliks Franciszek Kostrzbski,M,24.0,Poland,POL,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Road Race, Team",
125138,Andrzej Piotr Kostrzewa,M,21.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Sabre, Individual",
125139,Andrzej Piotr Kostrzewa,M,21.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Sabre, Team",
125140,Andrzej Piotr Kostrzewa,M,30.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Sabre, Team",
125143,Stefan Kostrzewski,M,21.0,Poland,POL,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 800 metres,
125144,Stefan Kostrzewski,M,21.0,Poland,POL,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 1,500 metres",
125145,Stefan Kostrzewski,M,25.0,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 400 metres,
125146,Stefan Kostrzewski,M,25.0,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 400 metres Hurdles,
125147,Stefan Kostrzewski,M,25.0,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,
125191,Jerzy Koszutski,M,23.0,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Cycling,Cycling Men's Sprint,
125192,Dariusz Koszykowski,M,20.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",
125193,Dariusz Koszykowski,M,24.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",
125197,Natalia Kot (-Wala),F,18.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Individual All-Around,
125198,Natalia Kot (-Wala),F,18.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Team All-Around,
125199,Natalia Kot (-Wala),F,18.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Team Portable Apparatus,Bronze
125200,Natalia Kot (-Wala),F,18.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Floor Exercise,
125201,Natalia Kot (-Wala),F,18.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Horse Vault,
125202,Natalia Kot (-Wala),F,18.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Uneven Bars,
125203,Natalia Kot (-Wala),F,18.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Balance Beam,
125204,Natalia Kot (-Wala),F,22.0,Poland,POL,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Individual All-Around,
125205,Natalia Kot (-Wala),F,22.0,Poland,POL,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Team All-Around,
125206,Natalia Kot (-Wala),F,22.0,Poland,POL,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Floor Exercise,
125207,Natalia Kot (-Wala),F,22.0,Poland,POL,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Horse Vault,
125208,Natalia Kot (-Wala),F,22.0,Poland,POL,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Uneven Bars,
125209,Natalia Kot (-Wala),F,22.0,Poland,POL,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Balance Beam,
125235,Jarosaw Kotewicz,M,27.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's High Jump,
125260,Zdzisaw Kotla,M,31.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Sailing,Sailing Mixed Three Person Keelboat,
125261,Jzef Kotlarczyk,M,29.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Football,Football Men's Football,
125290,Grzegorz Leon Kotowicz,M,18.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",
125291,Grzegorz Leon Kotowicz,M,18.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
125292,Grzegorz Leon Kotowicz,M,22.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",
125293,Grzegorz Leon Kotowicz,M,27.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",
125294,Grzegorz Leon Kotowicz,M,27.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
125876,Stanisaw Zygmunt Kowal,M,24.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Triple Jump,
125879,Stanisaw Bolesaw Kowalczewski,M,34.0,Poland,POL,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
125880,Stanisaw Bolesaw Kowalczewski,M,34.0,Poland,POL,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Free Rifle, Prone, 600 metres",
125881,Stanisaw Bolesaw Kowalczewski,M,34.0,Poland,POL,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",
125884,Bogdan Kowalczyk,M,26.0,Poland,POL,1972 Summer,1972,Summer,Munich,Handball,Handball Men's Handball,
125885,Jan Kowalczyk,M,26.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Jumping, Team",
125886,Jan Kowalczyk,M,30.0,Poland,POL,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Team",
125887,Jan Kowalczyk,M,38.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold
125888,Jan Kowalczyk,M,38.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
125904,Wojciech Kowalczyk,M,20.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,Silver
125905,Zofia Kowalczyk (-Krupa),F,23.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Individual All-Around,
125906,Zofia Kowalczyk (-Krupa),F,23.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Team All-Around,
125907,Zofia Kowalczyk (-Krupa),F,23.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Team Portable Apparatus,
125908,Zofia Kowalczyk (-Krupa),F,23.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Floor Exercise,
125909,Zofia Kowalczyk (-Krupa),F,23.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Horse Vault,
125910,Zofia Kowalczyk (-Krupa),F,23.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Uneven Bars,
125911,Zofia Kowalczyk (-Krupa),F,23.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Balance Beam,
125912,Edmund Kowalec,M,,Poland,POL,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxed Fours,
125914,Jerzy Kowalewski,M,16.0,Poland,POL,1960 Summer,1960,Summer,Roma,Diving,Diving Men's Springboard,
125915,Jerzy Kowalewski,M,16.0,Poland,POL,1960 Summer,1960,Summer,Roma,Diving,Diving Men's Platform,
125916,Jerzy Kowalewski,M,24.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Diving,Diving Men's Springboard,
125917,Jerzy Kowalewski,M,24.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Diving,Diving Men's Platform,
125918,Mirosaw Mieczysaw Kowalewski,M,28.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Eights,
125919,Roman Jzef Kowalewski,M,23.0,Poland,POL,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Double Sculls,
125920,Katarzyna Kowalska,F,23.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Women's 3,000 metres Steeplechase",
125921,Katarzyna Kowalska,F,27.0,Poland,POL,2012 Summer,2012,Summer,London,Athletics,"Athletics Women's 3,000 metres Steeplechase",
125922,Katarzyna Kowalska,F,31.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
125940,Jerzy Wadysaw Kowalski,M,23.0,Poland,POL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,
125941,Jerzy Wadysaw Kowalski,M,23.0,Poland,POL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,
125943,"Wojciech ""Wojtek"" Kowalski",M,20.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,
125948,Felicjan Szczsny Kowarski,M,45.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
125949,Felicjan Szczsny Kowarski,M,45.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
125950,Felicjan Szczsny Kowarski,M,45.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
125988,Magorzata Kozaczuk,F,28.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Individual",
125989,Magorzata Kozaczuk,F,28.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Team",
126006,Waldemar Kozak,M,24.0,Poland,POL,1972 Summer,1972,Summer,Munich,Basketball,Basketball Men's Basketball,
126008,Wadysaw Kozakiewicz,M,22.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Pole Vault,
126009,Wadysaw Kozakiewicz,M,26.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Pole Vault,Gold
126016,Grzegorz Kozdraski,M,16.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Diving,Diving Men's Springboard,
126017,Grzegorz Kozdraski,M,16.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Diving,Diving Men's Platform,
126029,Stanisaw Jzef Kozera,M,21.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Pairs,
126059,Marian Kozicki,M,27.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Jumping, Individual",
126060,Marian Kozicki,M,31.0,Poland,POL,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Individual",
126061,Marian Kozicki,M,31.0,Poland,POL,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Team",
126062,Marian Kozicki,M,39.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Individual",
126063,Marian Kozicki,M,39.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
126066,Lech Koziejowski,M,23.0,Poland,POL,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Men's Foil, Individual",
126067,Lech Koziejowski,M,23.0,Poland,POL,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Men's Foil, Team",Gold
126068,Lech Koziejowski,M,27.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's Foil, Individual",
126069,Lech Koziejowski,M,27.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's Foil, Team",
126070,Lech Koziejowski,M,31.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Foil, Individual",
126071,Lech Koziejowski,M,31.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Foil, Team",Bronze
126143,Marek Jan Komiski,M,21.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,Silver
126196,Bogusawa Kozowska-Tomasiak,F,23.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Eights,
126197,Bogusawa Kozowska-Tomasiak,F,27.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Quadruple Sculls,
126198,Andrzej Kozowski,M,24.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Weightlifting,Weightlifting Men's Middleweight,
126199,Artur Kozowski,M,31.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,
126202,Kacper Kozowski,M,25.0,Poland,POL,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,
126203,Marian Kozowski,M,21.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",
126204,Rudolf Jzef Kozowski,M,29.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Featherweight,
126205,Halina Kodras (-Bartnicka),F,22.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Women's Hockey,
126206,Jadwiga Kodras (-Gajos),F,20.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Women's Hockey,
126207,Szymon Piotr Koecki,M,18.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver
126208,Szymon Piotr Koecki,M,26.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver
126209,Karolina Koeczek,F,23.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,
126210,Krzysztof Marek Koomaski,M,18.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",
126211,Krzysztof Marek Koomaski,M,22.0,Poland-1,POL,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",
126212,Krzysztof Marek Koomaski,M,27.0,Poland-1,POL,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Silver
126213,Kinga Koosiska,F,26.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,
126214,Grzegorz Jan Kotan,M,20.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
126215,Grzegorz Jan Kotan,M,24.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
126283,Adam Krajewski,M,22.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's epee, Individual",
126284,Adam Krajewski,M,22.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's epee, Team",
126287,Przemysaw Krajewski,M,29.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
126293,Regina Krajnow (-Synoradzka),F,22.0,Poland,POL,1972 Summer,1972,Summer,Munich,Diving,Diving Women's Springboard,
126294,Regina Krajnow (-Synoradzka),F,22.0,Poland,POL,1972 Summer,1972,Summer,Munich,Diving,Diving Women's Platform,
126346,Bogdan Kramer,M,36.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Sailing,Sailing Mixed Multihull,
126390,Roman Kramsztyk,M,42.0,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",
126444,Jerzy Adam Kraska,M,20.0,Poland,POL,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,Gold
126446,Robert Roman Kraskowski,M,24.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Men's Air Rifle, 10 metres",
126447,Robert Roman Kraskowski,M,28.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Men's Air Rifle, 10 metres",
126448,Robert Roman Kraskowski,M,28.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",
126449,Robert Roman Kraskowski,M,28.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
126450,Robert Roman Kraskowski,M,40.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Air Rifle, 10 metres",
126451,Robert Roman Kraskowski,M,40.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",
126452,Robert Roman Kraskowski,M,40.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
126465,Bogna Grayna Krasnodbska-Gardowska,F,36.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
